Gene_ID	NR_ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	Function
Ss04g22030.1	AAF66169.1	79.8	242	30	239	269	510	1.20E-103	381.3	AAF66169.1 maturase (chloroplast) [Streptochaeta angustifolia]
Ss10g04280.1	XP_020165431.1	45.5	830	5	791	4	801	1.30E-170	605.5	XP_020165431.1 putative disease resistance protein RGA1 [Aegilops tauschii subsp. tauschii]
Ss10g04290.1	XP_022685465.1	59.1	489	1	477	1	484	1.80E-156	557.8	XP_022685465.1 uncharacterized protein LOC101782536 [Setaria italica]
Ss10g04240.1	XP_020261792.1	35.7	140	43	159	31	160	1.00E-07	62	XP_020261792.1 protein FATTY ACID EXPORT 4, chloroplastic [Asparagus officinalis]
Ss10g04250.1	RCV17888.1	50.5	93	1	92	61	153	3.50E-16	90.1	RCV17888.1 hypothetical protein SETIT_3G256100v2 [Setaria italica]
Ss10g04260.1	XP_020198388.1	39.1	110	10	110	304	413	7.80E-07	59.3	XP_020198388.1 uncharacterized protein LOC109784203 [Aegilops tauschii subsp. tauschii]
Ss10g04270.1	RCV17888.1	57.7	104	1	104	1	103	1.50E-26	124	RCV17888.1 hypothetical protein SETIT_3G256100v2 [Setaria italica]
Ss10g04200.1	YP_009526895.1	75.2	109	1	96	371	479	5.40E-39	165.2	YP_009526895.1 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Croomia japonica]
Ss10g04210.1	OQU91988.1	48.5	272	1	271	13	276	5.60E-65	253.1	OQU91988.1 hypothetical protein SORBI_3001G271300 [Sorghum bicolor]
Ss10g04220.1	XP_022685465.1	58.3	487	1	477	1	484	3.80E-154	550.1	XP_022685465.1 uncharacterized protein LOC101782536 [Setaria italica]
Ss10g04230.1	XP_015613515.1	55.4	368	1	358	1	355	2.30E-103	380.9	XP_015613515.1 uncharacterized protein LOC4348055 [Oryza sativa Japonica Group]
Ss10g15970.1	ACG27586.1	79.1	91	36	126	3	93	6.50E-29	132.1	ACG27586.1 hypothetical protein [Zea mays]
Ss10g15980.1	XP_020175883.1	72	510	1	508	5	513	3.80E-213	746.1	XP_020175883.1 cytochrome P450 704C1-like [Aegilops tauschii subsp. tauschii]
Ss10g15940.1	EEC74398.1	76.4	106	10	111	17	122	1.60E-34	150.6	EEC74398.1 hypothetical protein OsI_09751 [Oryza sativa Indica Group]
Ss10g15950.1	XP_010234931.2	87	820	188	998	249	1064	0.00E+00	1491.9	XP_010234931.2 phospholipase D gamma 1 [Brachypodium distachyon]
Ss10g15960.1	OAY74489.1	53.7	134	115	232	4	137	6.80E-27	126.3	OAY74489.1 hypothetical protein ACMD2_15541 [Ananas comosus]
Ss10g15900.1	XP_025797968.1	87.6	307	73	376	109	415	1.30E-146	524.6	XP_025797968.1 arogenate dehydratase/prephenate dehydratase 6, chloroplastic-like [Panicum hallii]
Ss10g15910.1	XP_025880266.1	65.1	189	9	175	12	199	1.00E-43	181.8	XP_025880266.1 ethylene-responsive transcription factor ERF027 [Oryza sativa Japonica Group]
Ss10g15920.1	EEC74497.1	44.5	434	9	373	13	435	3.80E-48	197.6	EEC74497.1 hypothetical protein OsI_09973 [Oryza sativa Indica Group]
Ss10g15930.1	NP_001142245.1	78.9	346	3	346	4	349	8.20E-159	565.1	NP_001142245.1 uncharacterized LOC100274414 precursor [Zea mays]
Ss03g08070.1	XP_015690978.1	82.1	1077	1	1077	1	1073	0.00E+00	1781.5	XP_015690978.1 PREDICTED: ubiquitin carboxyl-terminal hydrolase 26 [Oryza brachyantha]
Ss03g08080.1	XP_018853208.1	39.1	225	1	201	1	224	2.10E-37	161	XP_018853208.1 PREDICTED: uncharacterized protein LOC109015182 [Juglans regia]
Ss03g08090.1	EAZ09713.1	37	135	2	136	131	264	1.20E-21	108.6	EAZ09713.1 hypothetical protein OsI_32001 [Oryza sativa Indica Group]
Ss03g08100.1	XP_004983228.1	74	526	1	509	1	525	6.80E-218	761.9	XP_004983228.1 scarecrow-like protein 21 [Setaria italica]
Ss03g08110.1	XP_009415723.1	58.6	111	1	96	1	111	2.90E-29	132.9	XP_009415723.1 PREDICTED: putative yippee-like protein Os10g0369500 [Musa acuminata subsp. malaccensis]
Ss03g08120.1	XP_006651125.1	37.4	369	130	472	256	620	2.50E-52	211.8	XP_006651125.1 PREDICTED: pumilio homolog 2-like [Oryza brachyantha]
Ss03g08130.1	PAN51103.1	43	656	1	648	52	561	4.90E-96	357.5	PAN51103.1 hypothetical protein PAHAL_9G570100 [Panicum hallii]
Ss03g08140.1	O64411.1	68.6	488	8	451	14	500	4.90E-183	646	O64411.1 RecName: Full=Polyamine oxidase 1; Flags: Precursor
Ss03g08150.1	XP_015627888.1	72.4	402	1	400	1	402	1.30E-152	544.7	XP_015627888.1 uncharacterized protein LOC4331924 [Oryza sativa Japonica Group]
Ss03g08160.1	ACF82825.1	89.3	375	36	409	31	405	9.10E-189	664.8	ACF82825.1 unknown [Zea mays]
Ss01g09640.1	RLN21900.1	62.8	207	1	206	1	206	6.00E-64	249.2	RLN21900.1 dirigent protein 16-like [Panicum miliaceum]
Ss01g09630.1	XP_010922426.1	92.9	463	1	463	5	459	5.30E-238	828.6	XP_010922426.1 PREDICTED: ruvB-like protein 1 [Elaeis guineensis]
Ss02g05170.1	XP_006647977.1	81.9	481	5	476	8	487	2.20E-210	736.9	XP_006647977.1 PREDICTED: glucan endo-1,3-beta-glucosidase 12-like [Oryza brachyantha]
Ss01g09580.1	RLM92380.1	82.8	87	1	82	1	86	5.30E-24	115.2	RLM92380.1 uncharacterized protein C2845_PM08G30510 [Panicum miliaceum]
Ss04g11780.1	XP_025799269.1	42.7	157	8	162	6	150	3.90E-26	123.2	XP_025799269.1 uncharacterized protein LOC112879243 [Panicum hallii]
Ss03g26460.1	XP_003559646.1	76.9	312	2	313	13	322	1.00E-139	501.5	XP_003559646.1 putative hydrolase C777.06c [Brachypodium distachyon]
Ss03g26470.1	XP_002464174.1	90.8	468	1	464	1	468	5.80E-248	861.7	XP_002464174.1 ornithine aminotransferase, mitochondrial [Sorghum bicolor]
Ss03g26410.1	XP_003577391.1	91.5	117	1	117	1	117	3.00E-58	230.3	XP_003577391.1 probable mediator of RNA polymerase II transcription subunit 19b [Brachypodium distachyon]
Ss03g26420.1	RLN12326.1	72.5	69	1	69	34	102	3.00E-18	95.9	RLN12326.1 hypothetical protein C2845_PM09G09520 [Panicum miliaceum]
Ss03g26430.1	XP_025815318.1	71.9	57	1	57	172	228	2.10E-10	70.9	XP_025815318.1 U-box domain-containing protein 41-like [Panicum hallii]
Ss03g26440.1	XP_015619092.1	78.7	362	69	420	102	459	4.30E-157	559.7	XP_015619092.1 protein kinase PINOID [Oryza sativa Japonica Group]
Ss04g11700.1	XP_015691330.1	70.6	802	4	800	6	803	0.00E+00	1152.9	XP_015691330.1 PREDICTED: LOW QUALITY PROTEIN: G-type lectin S-receptor-like serine/threonine-protein kinase RLK1 [Oryza brachyantha]
Ss04g11710.1	XP_020195728.1	75.5	817	1	806	1	811	0.00E+00	1213	XP_020195728.1 G-type lectin S-receptor-like serine/threonine-protein kinase LECRK2 [Aegilops tauschii subsp. tauschii]
Ss04g11720.1	XP_003575255.1	74.5	679	1	665	1	672	2.70E-275	953	XP_003575255.1 probable serine/threonine-protein kinase DDB_G0276461 isoform X1 [Brachypodium distachyon]
Ss04g11730.1	XP_020172477.1	44.6	166	17	171	30	190	1.90E-30	137.9	XP_020172477.1 NAC transcription factor NAM-1-like [Aegilops tauschii subsp. tauschii]
Ss04g11740.1	OQU93262.1	35.2	88	9	88	3	83	4.80E-08	62.8	OQU93262.1 hypothetical protein SORBI_3001G509450 [Sorghum bicolor]
Ss04g11750.1	XP_020172477.1	41.6	178	6	172	18	190	1.80E-27	127.9	XP_020172477.1 NAC transcription factor NAM-1-like [Aegilops tauschii subsp. tauschii]
Ss04g11760.1	RLM64753.1	75.7	107	17	119	1	107	1.20E-27	127.9	RLM64753.1 hypothetical protein C2845_PM16G13560 [Panicum miliaceum]
Ss04g11770.1	XP_003579963.1	83.9	298	56	353	1	298	4.10E-145	519.6	XP_003579963.1 2-oxoglutarate-dependent dioxygenase DAO [Brachypodium distachyon]
Ss05g15640.1	XP_015633078.1	84.9	438	1	433	1	437	1.30E-209	734.2	XP_015633078.1 chorismate synthase 2, chloroplastic [Oryza sativa Japonica Group]
Ss05g15650.1	XP_010231531.1	79.8	425	4	428	2	419	1.90E-197	693.7	XP_010231531.1 tRNA (guanine(26)-N(2))-dimethyltransferase isoform X1 [Brachypodium distachyon]
Ss05g15660.1	RCV18263.1	56.9	65	15	75	17	81	1.60E-09	67	RCV18263.1 hypothetical protein SETIT_3G286100v2 [Setaria italica]
Ss05g15670.1	XP_019098361.1	53.1	194	90	283	222	412	7.00E-50	204.1	XP_019098361.1 PREDICTED: uncharacterized protein LOC104774057 [Camelina sativa]
Ss02g05240.1	XP_025815392.1	85.3	890	1	883	1	888	0.00E+00	1620.9	XP_025815392.1 nitrate reductase [NAD(P)H] [Panicum hallii]
Ss06g19100.1	XP_010913319.1	96.4	84	206	289	132	215	1.10E-23	115.9	XP_010913319.1 PREDICTED: 36.4 kDa proline-rich protein [Elaeis guineensis]
Ss06g19020.1	XP_024314926.1	30.8	133	70	198	29	160	2.90E-10	71.6	XP_024314926.1 uncharacterized protein LOC100837768 [Brachypodium distachyon]
Ss06g19040.1	BAS76297.1	53.4	116	39	154	2	117	3.40E-22	110.2	BAS76297.1 Os01g0957500 [Oryza sativa Japonica Group]
Ss06g19050.1	XP_004965767.1	56.4	266	1	259	1	262	6.60E-68	262.7	XP_004965767.1 uncharacterized protein LOC101764331 [Setaria italica]
Ss06g19060.1	NP_001149805.1	73.5	283	1	277	1	282	1.10E-100	371.7	NP_001149805.1 CUE domain containing protein [Zea mays]
Ss06g19070.1	XP_004965764.1	70.8	688	77	763	25	712	1.40E-259	901	XP_004965764.1 PX domain-containing protein EREL1 isoform X1 [Setaria italica]
Ss06g19080.1	XP_006656285.2	96.1	204	1	204	1	204	4.90E-111	405.6	XP_006656285.2 PREDICTED: proteasome subunit beta type-3 [Oryza brachyantha]
Ss07g22160.1	AAT07561.1	55.7	61	4	64	1399	1459	1.80E-11	73.2	AAT07561.1 putative polyprotein [Oryza sativa Japonica Group]
Ss07g22170.1	XP_021306295.1	86.1	928	1	928	1	927	0.00E+00	1702.6	XP_021306295.1 non-lysosomal glucosylceramidase isoform X1 [Sorghum bicolor]
Ss03g20630.1	PUZ72979.1	74.4	1004	1	986	1	998	0.00E+00	1448	PUZ72979.1 hypothetical protein GQ55_2G438600 [Panicum hallii var. hallii]
Ss03g20640.1	XP_020255719.1	66.3	205	1	201	1	202	1.70E-69	268.1	XP_020255719.1 transcription factor MYB39-like [Asparagus officinalis]
Ss03g20610.1	XP_004984165.1	74.2	233	1	231	1	231	3.60E-86	323.2	XP_004984165.1 uncharacterized protein LOC101779728 [Setaria italica]
Ss03g20620.1	XP_002461043.1	89.4	207	2	208	4	209	4.60E-96	355.9	XP_002461043.1 ras-related protein RABH1b [Sorghum bicolor]
Ss03g20590.1	RLN34114.1	96.5	115	13	127	14	128	1.10E-63	247.7	RLN34114.1 hypothetical protein C2845_PM03G13280 [Panicum miliaceum]
Ss03g20600.1	RLN19242.1	58.6	222	82	244	83	304	1.00E-63	249.2	RLN19242.1 uncharacterized protein C2845_PM02G24470 [Panicum miliaceum]
Ss03g20570.1	XP_025793473.1	60.5	595	1	593	1	570	5.20E-185	652.9	XP_025793473.1 protein LNK1-like isoform X1 [Panicum hallii]
Ss07g22130.1	XP_015623417.1	52.8	127	22	148	22	148	3.50E-34	149.8	XP_015623417.1 putative nuclease HARBI1 isoform X2 [Oryza sativa Japonica Group]
Ss07g22140.1	ACN27900.1	56.5	131	1	131	1	131	4.30E-42	176.4	ACN27900.1 unknown [Zea mays]
Ss07g22150.1	XP_006656169.1	95.9	537	1	535	1	537	1.40E-293	1013.4	XP_006656169.1 PREDICTED: LOW QUALITY PROTEIN: T-complex protein 1 subunit epsilon-like [Oryza brachyantha]
Ss05g01470.1	XP_004961075.1	59.3	236	1	234	1	236	2.90E-62	243.8	XP_004961075.1 uncharacterized protein LOC101786290 [Setaria italica]
Ss05g01460.1	XP_006646121.2	57.7	279	1	258	1	279	3.80E-47	193.7	XP_006646121.2 PREDICTED: uncharacterized protein LOC102717207 [Oryza brachyantha]
Ss05g01450.1	EEE64846.1	79.4	832	48	869	50	855	0.00E+00	1130.2	EEE64846.1 hypothetical protein OsJ_19703 [Oryza sativa Japonica Group]
Ss05g01430.1	XP_015621820.1	77.1	537	2	514	117	649	9.70E-223	778.1	XP_015621820.1 S-type anion channel SLAH2 isoform X1 [Oryza sativa Japonica Group]
Ss05g01420.1	PUZ39545.1	58.4	113	1	110	1	113	1.60E-31	140.6	PUZ39545.1 hypothetical protein GQ55_9G325700 [Panicum hallii var. hallii]
Ss05g01410.1	XP_003580401.1	56.8	88	60	147	409	496	5.10E-20	103.2	XP_003580401.1 uncharacterized protein LOC100845356 [Brachypodium distachyon]
Ss05g01400.1	XP_004969208.1	66.9	644	10	636	5	639	2.20E-221	773.9	XP_004969208.1 S-type anion channel SLAH2 isoform X2 [Setaria italica]
Ss05g01390.1	XP_006644384.1	73	526	2	513	96	618	7.90E-209	731.9	XP_006644384.1 PREDICTED: S-type anion channel SLAH2-like [Oryza brachyantha]
Ss05g01380.1	XP_004961070.1	74	288	10	297	18	297	6.70E-109	399.1	XP_004961070.1 probable protein ABIL4 [Setaria italica]
Ss07g09050.1	XP_006663233.1	82.3	729	1	726	1	721	0.00E+00	1185.6	XP_006663233.1 PREDICTED: digalactosyldiacylglycerol synthase 1, chloroplastic-like [Oryza brachyantha]
Ss07g09040.1	XP_006664356.1	68.7	906	1	899	1	890	0.00E+00	1152.9	XP_006664356.1 PREDICTED: transcription factor LHW-like [Oryza brachyantha]
Ss07g09100.1	XP_015615333.1	88.2	634	2	632	13	643	0.00E+00	1103.2	XP_015615333.1 exocyst complex component EXO70A1 [Oryza sativa Japonica Group]
Ss07g09130.1	RCV37121.1	61.2	916	1	899	1	870	4.6e-310	1068.9	RCV37121.1 hypothetical protein SETIT_8G037800v2 [Setaria italica]
Ss07g09120.1	XP_022685213.1	60.7	61	1	61	195	255	7.40E-13	78.6	XP_022685213.1 aspartic proteinase nepenthesin-1-like [Setaria italica]
Ss03g03840.1	XP_006649326.2	92.2	446	1	445	24	466	2.60E-229	799.7	XP_006649326.2 PREDICTED: glyceraldehyde-3-phosphate dehydrogenase GAPB, chloroplastic [Oryza brachyantha]
Ss06g13540.1	XP_008792664.1	100	35	41	75	39	73	1.40E-10	70.5	XP_008792664.1 arabinogalactan protein 41-like [Phoenix dactylifera]
Ss06g13530.1	PVH34900.1	40.3	124	1	116	75	198	7.30E-17	92.4	PVH34900.1 hypothetical protein PAHAL_7G060800 [Panicum hallii]
Ss06g13560.1	XP_010236879.2	57.2	1090	1	954	88	1161	0.00E+00	1065.1	XP_010236879.2 uncharacterized protein LOC100827084 [Brachypodium distachyon]
Ss06g13550.1	RLN27803.1	58.1	327	2	319	4	325	1.10E-91	342	RLN27803.1 protein ELC [Panicum miliaceum]
Ss06g13500.1	XP_002451907.1	66.7	381	2	347	3	371	4.50E-64	250.4	XP_002451907.1 probable WRKY transcription factor 27 [Sorghum bicolor]
Ss06g13490.1	XP_002453644.1	95.2	188	1	188	1	188	7.80E-103	378.3	XP_002453644.1 vacuolar protein sorting-associated protein 29 [Sorghum bicolor]
Ss06g13520.1	XP_004965485.1	75.4	683	1	655	1	665	5.10E-266	922.2	XP_004965485.1 kinesin-like protein KIN-13B isoform X1 [Setaria italica]
Ss06g13510.1	XP_010227660.1	76.1	2256	14	2267	9	2218	0.00E+00	3191.7	XP_010227660.1 protein SWEETIE isoform X1 [Brachypodium distachyon]
Ss06g13570.1	XP_004954457.1	67.8	233	106	311	114	345	1.50E-47	195.3	XP_004954457.1 zinc finger protein ZAT5 [Setaria italica]
Ss09g07470.1	XP_002460240.1	83.3	539	5	542	2	539	3.20E-266	922.5	XP_002460240.1 5'-nucleotidase domain-containing protein DDB_G0275467 [Sorghum bicolor]
Ss09g07480.1	XP_024311010.1	67.3	997	1	961	156	1152	0.00E+00	1337	XP_024311010.1 protein GAMETE EXPRESSED 2 isoform X2 [Brachypodium distachyon]
Ss02g19810.1	XP_020166711.1	89.7	146	1	146	3	148	2.40E-67	260	XP_020166711.1 protein UXT homolog [Aegilops tauschii subsp. tauschii]
Ss02g19820.1	PUZ36208.1	64.6	82	5	86	153	229	3.90E-17	92.4	PUZ36208.1 hypothetical protein GQ55_9G019900 [Panicum hallii var. hallii]
Ss02g19880.1	XP_006653571.1	60.2	83	113	190	580	662	2.90E-16	90.9	XP_006653571.1 PREDICTED: gamma-tubulin complex component 2 isoform X1 [Oryza brachyantha]
Ss02g19850.1	XP_004960910.1	46.5	340	1	207	1	336	5.10E-63	246.1	XP_004960910.1 phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic/mitochondrial [Setaria italica]
Ss02g19860.1	OTF93079.1	50	76	60	121	102	177	3.30E-09	66.6	OTF93079.1 putative photosystem I assembly protein Ycf4 [Helianthus annuus]
Ss09g07440.1	XP_020165209.1	74.3	261	1	250	1	261	2.80E-108	396.7	XP_020165209.1 gamma-glutamyl peptidase 3-like [Aegilops tauschii subsp. tauschii]
Ss02g03880.1	XP_014756421.1	80.5	498	804	1301	892	1388	4.40E-128	464.9	XP_014756421.1 mucin-5AC [Brachypodium distachyon]
Ss01g07590.1	XP_004970716.1	76.7	816	1	814	1	815	0.00E+00	1241.1	XP_004970716.1 uncharacterized protein LOC101761782 [Setaria italica]
Ss01g07580.1	CDM85161.1	68.4	386	36	415	20	405	2.70E-140	503.8	CDM85161.1 unnamed protein product [Triticum aestivum]
Ss02g18510.1	BAJ92155.1	66.1	56	1	56	323	378	2.00E-14	83.6	BAJ92155.1 predicted protein [Hordeum vulgare subsp. vulgare]
Ss01g07560.1	XP_015622326.1	65.9	1427	1	1385	1	1401	0.00E+00	1724.1	XP_015622326.1 sister chromatid cohesion protein PDS5 homolog A [Oryza sativa Japonica Group]
Ss01g07630.1	CBH32584.1	59.6	245	39	265	3	233	7.30E-59	233	CBH32584.1 F-box domain containing protein, expressed [Triticum aestivum]
Ss01g07620.1	XP_025804820.1	75.7	423	3	415	5	426	1.20E-185	654.4	XP_025804820.1 protein S-acyltransferase 8-like [Panicum hallii]
Ss01g07610.1	PUZ53784.1	81.8	1540	1	1531	1	1537	0.00E+00	2382.1	PUZ53784.1 hypothetical protein GQ55_5G077800 [Panicum hallii var. hallii]
Ss01g07600.1	PAN27375.1	69.3	762	1	723	1	761	1.20E-289	1000.7	PAN27375.1 hypothetical protein PAHAL_5G076600 [Panicum hallii]
Ss05g09730.1	XP_015639386.1	57.8	1859	1	1820	1	1799	0.00E+00	1876.7	XP_015639386.1 uncharacterized protein LOC4338944 isoform X2 [Oryza sativa Japonica Group]
Ss05g09740.1	XP_004970638.1	85.8	682	1	681	1	682	7.00E-287	991.5	XP_004970638.1 nucleobase-ascorbate transporter 12 [Setaria italica]
Ss01g07650.1	XP_003568375.1	86.5	445	28	472	1	444	8.20E-218	761.5	XP_003568375.1 polypyrimidine tract-binding protein homolog 3 [Brachypodium distachyon]
Ss01g07640.1	XP_015613630.1	96.9	258	1	258	1	258	9.90E-133	478	XP_015613630.1 protein LIKE COV 2 isoform X2 [Oryza sativa Japonica Group]
Ss05g09690.1	XP_015613829.1	87.8	492	1	477	1	492	4.20E-254	882.1	XP_015613829.1 auxin transporter-like protein 1 [Oryza sativa Japonica Group]
Ss05g09700.1	XP_015648246.1	89.2	139	1	139	1	139	3.40E-68	263.1	XP_015648246.1 pleckstrin homology domain-containing protein 1 [Oryza sativa Japonica Group]
Ss05g09710.1	XP_015692617.1	50.7	290	61	336	27	307	5.90E-69	266.5	XP_015692617.1 PREDICTED: uncharacterized protein LOC102708247 [Oryza brachyantha]
Ss05g09720.1	PUZ65743.1	69.7	611	32	635	27	636	1.40E-244	850.9	PUZ65743.1 hypothetical protein GQ55_3G249300 [Panicum hallii var. hallii]
Ss07g23540.1	XP_003563107.2	81.1	787	14	733	19	805	0.00E+00	1255	XP_003563107.2 DNA mismatch repair protein MSH4 isoform X1 [Brachypodium distachyon]
Ss07g23530.1	XP_006656144.1	61.3	1048	1	1027	1	1005	0.00E+00	1119.4	XP_006656144.1 PREDICTED: uncharacterized protein LOC102714019 [Oryza brachyantha]
Ss07g23520.1	RLN29953.1	73.5	234	2	235	8	241	6.10E-97	359	RLN29953.1 RPA-interacting protein A [Panicum miliaceum]
Ss07g23510.1	XP_025805075.1	70.1	298	10	304	37	332	1.10E-109	401.7	XP_025805075.1 thioredoxin-like fold domain-containing protein MRL7L homolog, chloroplastic [Panicum hallii]
Ss07g23500.1	RLN29953.1	53.2	248	1	204	1	241	4.10E-65	253.1	RLN29953.1 RPA-interacting protein A [Panicum miliaceum]
Ss02g17250.1	XP_006655580.1	56.6	83	194	276	48	123	3.00E-16	91.7	XP_006655580.1 PREDICTED: mediator of RNA polymerase II transcription subunit 13 [Oryza brachyantha]
Ss02g17220.1	XP_027348473.1	99	399	1	399	49	447	9.30E-231	804.3	XP_027348473.1 elongation factor 1-alpha [Abrus precatorius]
Ss07g23480.1	KQK16208.1	90.4	166	1	166	131	296	9.60E-81	304.7	KQK16208.1 hypothetical protein BRADI_1g27405v3 [Brachypodium distachyon]
Ss02g17200.1	XP_008678720.1	62.8	427	4	415	6	425	1.60E-132	478	XP_008678720.1 ETHYLENE INSENSITIVE 3-like 5 protein [Zea mays]
Ss02g17190.1	OEL19177.1	81.6	256	1	254	3	250	2.20E-116	423.7	OEL19177.1 Chlorophyll a-b binding protein CP24 10B, chloroplastic [Dichanthelium oligosanthes]
Ss02g17180.1	PUZ76240.1	80	459	1	458	1	459	1.20E-218	764.2	PUZ76240.1 hypothetical protein GQ55_1G273500 [Panicum hallii var. hallii]
Ss02g17170.1	AAX96569.1	37.5	269	18	259	296	563	3.90E-46	190.7	AAX96569.1 retrotransposon protein, putative, unclassified [Oryza sativa Japonica Group]
Ss01g20260.1	ONM25520.1	73.1	52	112	163	49	100	1.40E-15	88.6	ONM25520.1 Cold-regulated 413 inner membrane protein 2 chloroplastic [Zea mays]
Ss01g20270.1	XP_015622343.1	85.8	395	1	395	99	492	1.50E-193	680.6	XP_015622343.1 probable receptor-like protein kinase At2g42960 [Oryza sativa Japonica Group]
Ss01g20240.1	XP_002456099.1	86.6	545	1	543	1	542	2.40E-259	899.8	XP_002456099.1 eukaryotic translation initiation factor 3 subunit D [Sorghum bicolor]
Ss01g20250.1	XP_020183174.1	73.6	140	1	139	4	141	2.00E-47	193.7	XP_020183174.1 uncharacterized protein LOC109768851 isoform X1 [Aegilops tauschii subsp. tauschii]
Ss01g20220.1	XP_002440261.1	63.1	669	1	643	1	663	7.70E-227	792	XP_002440261.1 uncharacterized protein LOC8074605 [Sorghum bicolor]
Ss01g20230.1	XP_020195738.1	85.9	580	5	583	10	584	9.20E-296	1020.8	XP_020195738.1 mitogen-activated protein kinase 8 isoform X1 [Aegilops tauschii subsp. tauschii]
Ss01g20200.1	XP_004969456.1	88.7	282	63	344	56	337	4.90E-138	496.1	XP_004969456.1 uncharacterized protein LOC101779497 [Setaria italica]
Ss01g20210.1	XP_015611079.1	62.1	438	1	435	1	431	2.80E-143	513.8	XP_015611079.1 CTD small phosphatase-like protein 2 isoform X1 [Oryza sativa Japonica Group]
Ss01g20180.1	PUZ64761.1	59.1	127	2	124	13	130	1.20E-24	117.9	PUZ64761.1 hypothetical protein GQ55_3G169100 [Panicum hallii var. hallii]
Ss01g20190.1	XP_004961203.1	60.3	413	1	374	1	395	4.00E-58	230.7	XP_004961203.1 probable WRKY transcription factor 28 [Setaria italica]
Ss01g42170.1	EMS50366.1	72	492	1	489	674	1165	2.20E-56	225.3	EMS50366.1 Receptor-like protein 12 [Triticum urartu]
Ss11g11540.1	XP_003578856.1	70.3	145	35	178	35	179	2.00E-52	210.7	XP_003578856.1 dirigent protein 22 [Brachypodium distachyon]
Ss11g11550.1	PNT68199.1	49.3	71	1	71	1	71	5.40E-13	78.6	PNT68199.1 hypothetical protein BRADI_3g37042v3 [Brachypodium distachyon]
Ss11g11520.1	XP_020166225.1	64	189	1	174	1	189	1.70E-59	234.2	XP_020166225.1 dirigent protein 22-like [Aegilops tauschii subsp. tauschii]
Ss11g11530.1	XP_020193121.1	63.6	121	2	121	7	127	1.20E-32	144.4	XP_020193121.1 dirigent protein 22-like [Aegilops tauschii subsp. tauschii]
Ss11g11580.1	XP_020193121.1	65.3	176	1	175	1	175	4.00E-53	213	XP_020193121.1 dirigent protein 22-like [Aegilops tauschii subsp. tauschii]
Ss11g11590.1	XP_020196131.1	65.7	169	14	175	9	177	9.60E-55	218.4	XP_020196131.1 dirigent protein 21-like [Aegilops tauschii subsp. tauschii]
Ss11g11560.1	XP_011044043.1	87.2	109	1	108	38	146	8.50E-54	214.5	XP_011044043.1 PREDICTED: ubiquitin-conjugating enzyme E2 variant 1D [Populus euphratica]
Ss11g11570.1	PUZ61364.1	65.3	262	10	267	61	317	4.90E-90	336.3	PUZ61364.1 hypothetical protein GQ55_4G269800 [Panicum hallii var. hallii]
Ss11g11600.1	NP_001152950.1	57.8	161	1	136	1	154	4.00E-38	163.7	NP_001152950.1 protein binding protein [Zea mays]
Ss01g42180.1	EES04811.2	59	268	2	266	5	266	5.10E-74	283.1	EES04811.2 hypothetical protein SORBI_3004G103400 [Sorghum bicolor]
Ss08g16620.1	XP_003580401.1	45.2	168	63	221	327	489	1.50E-28	132.1	XP_003580401.1 uncharacterized protein LOC100845356 [Brachypodium distachyon]
Ss08g16610.1	PUZ50109.1	58.7	283	4	274	17	293	8.50E-82	308.9	PUZ50109.1 hypothetical protein GQ55_6G033300 [Panicum hallii var. hallii]
Ss08g16580.1	XP_008680222.2	46.2	145	1	136	1	143	1.70E-18	98.2	XP_008680222.2 probable chromatin-remodeling complex ATPase chain [Zea mays]
Ss08g16570.1	XP_003573503.1	71.2	240	1	228	1	240	1.20E-65	255	XP_003573503.1 uncharacterized protein At1g01500 [Brachypodium distachyon]
Ss08g16600.1	OEL26423.1	63.7	339	1	322	1	336	3.10E-91	340.5	OEL26423.1 Transcription factor DIVARICATA [Dichanthelium oligosanthes]
Ss08g16590.1	XP_002443851.1	55.7	352	1	299	1	352	1.20E-94	351.7	XP_002443851.1 transcription factor MYB41 [Sorghum bicolor]
Ss08g16540.1	XP_025822524.1	66.2	210	45	254	78	287	1.20E-69	268.5	XP_025822524.1 aquaporin NIP3-3-like [Panicum hallii]
Ss08g16530.1	XP_025822524.1	47.3	281	7	271	12	287	1.60E-53	214.9	XP_025822524.1 aquaporin NIP3-3-like [Panicum hallii]
Ss08g16560.1	XP_015649949.1	60.8	597	5	581	4	586	1.30E-180	638.3	XP_015649949.1 uncharacterized protein LOC4344669 [Oryza sativa Japonica Group]
Ss08g16550.1	XP_010234421.1	84.5	510	1	505	1	506	8.40E-245	851.3	XP_010234421.1 monodehydroascorbate reductase 5, chlorplastic isoform X1 [Brachypodium distachyon]
Ss01g42190.1	XP_003564866.1	84.8	1175	1	1175	1	1175	0.00E+00	1478.8	XP_003564866.1 structural maintenance of chromosomes protein 2-1 [Brachypodium distachyon]
Ss07g00990.1	XP_006657402.1	75.9	468	130	593	124	589	1.20E-187	661.8	XP_006657402.1 PREDICTED: protein LEO1 homolog [Oryza brachyantha]
Ss07g00980.1	XP_006650610.1	69.5	174	3	171	5	173	1.70E-56	224.2	XP_006650610.1 PREDICTED: PLASMODESMATA CALLOSE-BINDING PROTEIN 2-like [Oryza brachyantha]
